release,pilot_id,sentence_id,source_sha256,sample_role,selection_stratum,source_name,up_votes,down_votes,token_count,primary_order,reviewer_order,selection_seed,algorithm_version
cv-corpus-26.0-2026-06-12,PILOT-0025,22f0e7a508dac6be77808d062256e35b829d86e5285a646ac4cb313479eefda6,3375ae4e5dfdf11cd7e10912af9e71036f42206b23560693c6a13f6005c86cc8,pilot_development_only,coverage_non_gov_source,Sentences attained from African WordNet.,0,0,8,64,18,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0026,2614294fdf760b0228f1811084e5f7a2f7232aa980ef05793d139ab50dd134bd,b3b9c64c606945bc86cc586781cab882ba9f4888e5fd9399bcfc121a26b4253f,pilot_development_only,natural_random,*.gov.za,0,0,10,100,92,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0027,268f11f36db1c10cbeeed77272d999a713e4f14e792abccc577cdf13964b6748,303e18c51f5c5deca3ef9c0e0afd9d5e13f55074e93ca56c9678651857ab7b96,pilot_development_only,natural_random,*.gov.za,1,0,8,195,159,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0028,27d7c8fa414a4017306c766958105bb0ff905cd548b23240f97959ec2485a311,66705fddc1028481417a9beee702ea97b2fbd2d6f281551c3123d99e16c849be,pilot_development_only,coverage_downvoted,*.gov.za,0,1,11,127,90,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0029,286e24687f7ef138f625f1d7d9d7788dc2ed21df3f5fc96b72530c4b4e65aed3,db677957051cb52531d374956844411e6b4c56df3290265ca3057aed92a52f2e,pilot_development_only,coverage_non_gov_source,Sentences attained from African WordNet.,0,0,11,84,141,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0030,2a007842e103b3bb339362ac15ee4f56bb4b05b122f6511a1c5493e4eec6dc53,b0e2705d82de9d1d6ce29cc1ef442dbc2ec51b898895fe799b36d09b028c5da8,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,2,39,165,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0031,2a56d98233e8ad0c0b6b4ddb15092621f841b0079c4e4fc3a9b6b29d6ead47c0,e25156f512aaeb9e59cb08e280112bc231daccb825d0e84e25a41af75301e7aa,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,2,66,122,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0032,2c1474e3a93221af52aaba9ee965130afb058bb1562c09c60e5b62fd24754da5,06f87e3433a13d863b92aa96ff193e2b57c0a9d0071058cdebc3ac989ffefa0e,pilot_development_only,natural_random,*.gov.za,0,0,14,105,125,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0033,2dc8fa75b6f8b92a35f1103fb2cdcd4b6860a4c2e9f5ab542c4e4968951665d9,8639a83218fcf4dad3040c11ad05a0a28717e8329ffeec10f046de52558f8920,pilot_development_only,natural_random,Sentences attained from African WordNet.,0,0,10,125,145,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0034,2e8fa9680b74bf49627678fea92159a98f6962cf2339db15814112b5981dc28b,2d39af965ee02a08598e05f3ebf135b5310186f3a7af2d88bee3fb9f4167d67a,pilot_development_only,natural_random,*.gov.za,0,0,12,69,117,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0035,302a4a25a6994bf6d0210e7c804da2d34d65c903c977e6f69d320e857c5c245d,e6cff413291224ef399e29f79f6665fdd27c690ff26675f642b4db23ef0624a3,pilot_development_only,natural_random,*.gov.za,1,0,10,9,42,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0036,3163a9324119f79cd1277a905e6eb79371fb014ace6c739ecd934a19279d3fb4,dee5e142fbd103527ed91ac0497d3b904faff8691351c8203701ebe23fbfd9bb,pilot_development_only,natural_random,*.gov.za,0,0,9,51,116,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0037,345680cef08e3521845373762f6cf26579ada5485be1d4dd4c61063ff7fb3639,09ebdadcb4e910a882a44688349e879588bdf3867d632c44899caf0aa93fe132,pilot_development_only,natural_random,*.gov.za,0,0,13,8,60,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0038,38e3c4687c8ae6b8f669b886c7e08f295d85507a2aae51b44a5ea782c6480c5d,a08999aa0f2d8471c064ca5e98c0995a9393e49fb70c0c80a0dc94714144e4c3,pilot_development_only,natural_random,*.gov.za,0,0,13,179,197,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0039,39e5c451670087bc49f865a5ee50d130bad6b6f7865febc281b1e6cea1165c2d,ae34f0b69433f53f5f29f6463663a596987e089c7cd313d8cfffdc8bedcd28cd,pilot_development_only,coverage_downvoted,*.gov.za,1,1,6,107,81,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0040,3ad0123b3a71f638ac4738ec7918f9a2b86a553b45080fc6a8bca86bf439091d,ebd2d0d834e9a49ce9549a88f8a4a580e8e927b5f92ac5947d36489e6f334341,pilot_development_only,natural_random,*.gov.za,0,0,11,25,33,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0041,3afd97378da90c885f18fd5d5b6e9c5423f660ab027f3ee9350bcb1aaef35ad1,0ec70fedb424b040f1ae844d38d3eabcf2bb37aa0edaadeaff06cad709fd8381,pilot_development_only,natural_random,*.gov.za,0,0,8,196,3,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0042,3eeca1f370be4761bd38aeb74005b96e340e960e47807b0ba4526489b3ac9507,5a6b3f2819874dbb369c47a0e39acbc25dbb8d443c4dac99196f478214781fb2,pilot_development_only,natural_random,*.gov.za,0,0,9,40,147,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0043,3f05fc90fd12caece109f79be7e3236ed64c82472039b953e24dc3a3c1796c32,19434f7a4653bb2658f4157361050424878e563d3098e858b9411713d40f969c,pilot_development_only,natural_random,*.gov.za,0,1,6,199,13,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0044,3f07b9355bd791812365d3573631b793e5d953db0f6c3d9e82f853d9e8e112ca,d301fdf0002ad1f2976d4d04ac4d6783cc12b7c70de9abcce5615ef31fce0164,pilot_development_only,natural_random,*.gov.za,0,0,12,47,75,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0045,44886f7a28785f0bb84df4fe720040435438ee404a3af35459fcb7708e36b4c4,0f0c408904e5fc4c33ddcddc2e24407d9ed0636b3c5c6d383ce4f1d20d55e7a9,pilot_development_only,natural_random,Peace Corps Puo Ea Sechaba,0,0,6,96,20,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0046,44b5aa8b78d0a2ddcba50a2fec99ab09c36b24d477fc2990b02803951d152666,7fcc7754614be0f11ba6d1a08fcad283a73d08f24f3d90c76eab55ddf26f76fd,pilot_development_only,natural_random,*.gov.za,1,0,8,55,41,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0047,44b5f816ba7aa49dd11d11073dd542ebea4c42564810be1cb90922326470dfc9,348af2cf0f4aa6a45d9632fd089f1fdc490bd2498218dc7671931e2565345bfb,pilot_development_only,natural_random,Sentences attained from African WordNet.,0,0,8,166,162,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0048,465e9317bcfd220039c697cd9438b1eac42ac1c3acb964475ff8e08edd4ff422,dd13c728710d14e6601773857b0036c271b3a1e8d57fe621eb5655e8449a8f5e,pilot_development_only,natural_random,*.gov.za,0,0,12,80,119,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0049,46ed9877fc90a4cfb2b1b333690b416e2c34aa645c4af89fefeb89ecaba6c5b4,c78f23865c2cdb5cb12797c310fc48287f03711149d76ee083db337eab4b042f,pilot_development_only,natural_random,*.gov.za,0,0,11,108,133,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0050,487f2cfa0cf241df1776473725f33988b3949f12c9bb47d8dcb7bd90a09d4c61,8d1f47842d1d4f6db1efb49063c14a0a6d281f8d3e4eee75c274cc3b2df62ef8,pilot_development_only,natural_random,*.gov.za,0,0,13,120,123,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0051,50d1407cc9b3d604011e68a128f35d834ea6a23abec896350f2d12279abf1a73,8ba0b41a31ae8df95bb9ef9b3f7ea63e975f384d6f69904a0b92439c213d898e,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,2,130,64,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0052,514b0dc8197d78247855a6c77393de02c346a56b08ff7ac6a197cdff41229085,5a99dcbc47b8ea2ed359d7e509c3e89594b0f7907fbe5d7febfa7bf9e47d2318,pilot_development_only,coverage_non_gov_source,Peace Corps Puo Ea Sechaba,0,0,3,12,200,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0053,529301dca1b0920cf0406bc1b8368c7f1b45778c8861ef661418b21cc24cfd40,6bffc2d5bbda19f9db2dacba17b6a4dc8419c354916009bd8ddb6ceb7d50379d,pilot_development_only,natural_random,Peace Corps Puo Ea Sechaba,0,0,4,151,73,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0054,52dbdaadfb304ad8303a6fc3bb44feff08d88b2b93d53d38a2e0eda70698f357,36579f0eec550f7a89fd8565ae10bbee5d02ec744e9dadca091829c0fe062c48,pilot_development_only,natural_random,Peace Corps Puo Ea Sechaba,0,0,4,60,179,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0055,54a2ecf3fe30d9cfdff04dbbda2a0a61e61a702d685f89544f4fd6923b528f57,701061596e699d7d18e8d96fe90592d2898e130b0b5bbbe5b2b6f81c006ca2fb,pilot_development_only,natural_random,Peace Corps Puo Ea Sechaba,0,0,4,170,104,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0056,54d74b0ee475cfacaa2421788606b9890d0a3839478cae960ef1870613de513d,95c851b48324e15de514ca65d7d6112f8a036394b484349b524ce1f970bf486b,pilot_development_only,natural_random,*.gov.za,1,0,7,36,9,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0057,5746e9a221314d7aed8accb761b70dc0b8cf19da421c87c6ff7efa3d16ecb9f2,4f46d52c3fc95b5b74d6dd98ccf72b6b27b9d3954ba5b13b1127731a62b82300,pilot_development_only,coverage_non_gov_source,Peace Corps Puo Ea Sechaba,0,0,2,124,114,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0058,5759418e010cb8e8416d4b12c795d754ebc4568e0cdf653029eb41f53536077f,63daa5c3df1de820fb5b850f3291514d47a222d44c82f3a6e10d998f3a04248c,pilot_development_only,coverage_short,Peace Corps Puo Ea Sechaba,0,0,2,175,57,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0059,592cf22d721655b6991e525ce93cb208a7c9e32e68bd18d93fa4611a7c14fe97,fed277de5fe46e95302e2e1069bd730e880dc990137af55b22593da939c23ec2,pilot_development_only,natural_random,*.gov.za,1,0,12,160,184,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0060,59eed2547361b85044996f084fda7e0e67818b495b0e5367534515a5a20fb1e9,2997d9acb31265ee272d6980c3930b8bfb98f7181e29bab4e832ca5de4726e4b,pilot_development_only,natural_random,Peace Corps Puo Ea Sechaba,0,0,1,148,152,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0061,5a57f7fa5837b4c18c719b11d54d13a8fb25c7bc9c0c6d3e3fa7b72c58bf64b6,e5343fe900430f981dc49a84ec586238202967f58b36d81e77bdab6b6f67e40b,pilot_development_only,natural_random,*.gov.za,0,0,12,121,95,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0062,5bbcf2a381b3b7e9fb8a30986035d4cd43ea88f6b88ab2b697cd6c6a20b061e7,6cb85ff712b99469925c85b00430cbcb600a1e8e8365d47068732b22417c0da0,pilot_development_only,natural_random,*.gov.za,0,0,12,197,48,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0063,5cdb6cce53e5e51b594896dcf7bdc8689391ef66a947aea589d50eabc920bac8,25467e6e85b63941d678af34eca916b6dc3b010359519a5e1bc9f932722f1236,pilot_development_only,natural_random,*.gov.za,0,0,9,103,158,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0064,5e0a648811324a13d48fa34c55d95c30cecefe8422c088cfb4a258bb097edffd,d62eea01dbcc6c7f0e99d5f6cbbe5d34d4744c0d0d3c578a5b4309536d78d833,pilot_development_only,natural_random,*.gov.za,0,0,11,58,30,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0065,5ee44a5bfd050736828daed82d5d58c4bff426d8d66c9266927e648d7c3ef6f4,a23c50bf295dce6b5a3c11e5b2c974d4b986f25d10e00e479492733b4c20499a,pilot_development_only,coverage_non_gov_source,Peace Corps Puo Ea Sechaba,0,0,3,165,65,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0066,5fa828daa22995c4f277569e6e8ae514663a75a8314d9bbc3c0959a2d60a5203,8f48757e1c0ef34ebeb6491e7a6622b0a34755dc05d827a6c82fc6454278b634,pilot_development_only,natural_random,*.gov.za,1,0,10,18,89,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0067,5fda4362788737ed39dca84e7d9cafee21157be2a843d43fd2123cc8178b25a6,c11b45865915bc41ab0db5d69ad3d51d4fdbd1c8aac7a78bdb7e3f9b668adcdd,pilot_development_only,natural_random,*.gov.za,0,0,14,20,103,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0068,604f9dd06b033fd41981666fb406bb3efad4921766ac1ca2535e13bd97c6dfe8,03f0c802cee80cb739ef2383980203562334a8e31580119f9f1f697e567c1d13,pilot_development_only,natural_random,*.gov.za,1,0,9,71,68,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0069,605b13275749f0d7ad5f4b47c73e536419d11460031ad8f297d43a5ed2faba13,3112f7af60583571ed133e807fa94ebf43a93db66d939b8abf1df68056578a17,pilot_development_only,coverage_short,The Write It project at the North-West University,0,0,1,15,111,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0070,609aa9f6a50cd8431d4e8fcee10bee958b064662e693bfa2f56266353249ddf4,027db6feebf16f51d60cd36f76d33f4b93d7eb2c9add1932367d3bcb05773bcd,pilot_development_only,natural_random,*.gov.za,0,0,14,152,193,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0071,6222ec1af83b926c724f2fcc6dc6c1961df8963e99f864cc8ac9b091cc95a11b,7d5aa1a0ed369f280c34bec61de75e8270a05b3b10f5457c7647387b3378144c,pilot_development_only,natural_random,*.gov.za,1,0,7,89,62,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0072,630d9095dab156e097255745bbf7c14c2cff0eb34f0621edb0cdd2083fde1738,eb31bdbe8ccf47757eb10ff71ede4bb232dfb686ee82b8a03aa231a4082a4e2a,pilot_development_only,natural_random,*.gov.za,0,0,8,150,12,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0073,6554c3be70624c1d03ceb7e8f2896661d592c625063fccc4d358c3a640bdcfae,418652d278a38ba56bc2c32ad8b1e149c72ab287d0870ed3414a0a2ce58a7cac,pilot_development_only,natural_random,*.gov.za,0,0,11,187,137,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0074,665a3d1597e7beedaddd8695f036cb68a34c070b9e512eaeab0a57ed769bbc07,a23eae35398e952d4d8e2f64e2eed4ca541a2ce3a59cd99ffa5963d5cd43ad70,pilot_development_only,natural_random,*.gov.za,0,0,10,94,49,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0075,666ab0da0786d5fda03dc56dd6e29c0b17d27ba7715ab2efceecbfad067ec250,23ecae3437e2a35586dd60e060fb83129e3085126eef9097f28141b18b8a58e2,pilot_development_only,natural_random,*.gov.za,0,0,8,122,168,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0076,670674c9d3b962e0058d54f8708edd87b5b42688589c692401275afe95eda4ec,414ef8af2944489a05448f4ea0574e5b7e3275cd0a6506e51d2c2a8b1de4b4b9,pilot_development_only,natural_random,*.gov.za,1,0,7,78,136,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0077,6aec55e437c1544d22daf71f297b06f256194779bdc3387b42fd3f97de2fe852,1f8fb3791b8b4d5419401363b989639ccc6aa9cac01f0d3156a36511ea5c35cd,pilot_development_only,natural_random,*.gov.za,0,0,10,61,19,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0078,6c447aeaeacf73890ab4701943cfa3de52f21f5105b14158a873e92cf3485c05,65494b45349fee4ba77e4ca2b6a5a8d59a295333784207fdcc1e8aefe8bf6387,pilot_development_only,natural_random,*.gov.za,0,0,10,7,86,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0079,6c85dc68a0284706a2a22d0ba0ed3ccc025752d690b8c50489a4f1f45b417ee1,0556455e3d126f10b873c1daeea2bd7e1b526377143bf7fcea63169b687ea706,pilot_development_only,natural_random,*.gov.za,0,0,9,172,35,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0080,6ce42c8dbd49ed7b4bd0fdf3881d9785f2be5a8b68e01e7ef61d1f2161d99e03,bb334e82950781afe9fd7d54ae000c6c9b93d4c79d4a29796d2480a64ffe09d4,pilot_development_only,natural_random,Peace Corps Puo Ea Sechaba,0,0,2,83,8,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0081,6ce42db21e6fa0801d6c3379c7342e19aab7d555395ecdce8946298631839451,1eeea86a0f995c70c1fd357ea0b4b62816418f7552e097d1ac077a45edc20589,pilot_development_only,coverage_downvoted,*.gov.za,1,1,6,28,10,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0082,70e78763afa4c62624199f20213634f4b968653f10ae5227871c01ea18ba948f,59f526647297e71ea061d4eca53e5f3c640229f980143806d711078759989fa8,pilot_development_only,coverage_downvoted,*.gov.za,0,1,8,153,131,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0083,722d1ae5f6c7518d86d379471e2f8919a8e8d75f43036d20d48f2954bae62051,d91ffb9b0c8b22abf4e0f3d62fb2b16bf540f1bfdec0d8ce547b8bdff29e7dab,pilot_development_only,coverage_downvoted,*.gov.za,0,1,6,65,172,42,pilot_v1_natural150_coverage50
cv-corpus-26.0-2026-06-12,PILOT-0084,728ea205989b0dd5086fa57c830bbb8fd0ed9216e0a6af2f630fde34724503da,ef023d47b05dd4ab9ed8131f6b1af110f6e146296becd9574f289bfc98dcafa0,pilot_development_only,coverage_non_gov_source,Sentences attained from African WordNet.,0,0,8,59,43,42,pilot_v1_natural150_coverage50
